datetime,unixtime,donated_amount_in_euros,donations,donators
2019-12-06 17:36:18.930806,1575653778,5257.41,11,11
2019-12-06 17:37:18.941007,1575653838,5257.41,11,11
2019-12-06 17:38:18.933506,1575653898,5257.41,11,11
2019-12-06 17:39:19.021123,1575653959,5257.41,11,11
2019-12-06 17:40:18.952623,1575654018,5257.41,11,11
2019-12-06 17:41:18.945440,1575654078,5257.41,11,11
2019-12-06 17:42:18.938339,1575654138,5257.41,11,11
2019-12-06 17:43:18.967861,1575654198,5257.41,11,11
2019-12-06 17:44:18.996171,1575654258,5257.41,11,11
2019-12-06 17:45:19.270407,1575654319,5257.41,11,11
2019-12-06 17:46:18.960411,1575654378,5257.41,11,11
2019-12-06 17:47:18.968592,1575654438,5257.41,11,11
2019-12-06 17:48:19.021114,1575654499,5257.41,11,11
2019-12-06 17:49:18.961114,1575654558,5257.41,11,11
2019-12-06 17:50:18.925479,1575654618,5257.41,11,11
2019-12-06 17:51:18.978798,1575654678,5257.41,11,11
2019-12-06 17:52:18.996451,1575654738,5257.41,11,11
2019-12-06 17:53:18.987847,1575654798,5257.41,11,11
2019-12-06 17:54:19.109290,1575654859,5257.41,11,11
2019-12-06 17:55:19.011837,1575654919,5257.41,11,11
2019-12-06 17:56:19.013358,1575654979,5257.41,11,11
2019-12-06 17:57:19.130762,1575655039,5257.41,11,11
2019-12-06 17:58:19.052801,1575655099,5257.41,11,11
2019-12-06 17:59:19.012792,1575655159,5257.41,11,11
2019-12-06 18:00:19.041809,1575655219,5257.41,11,11
2019-12-06 18:01:19.036119,1575655279,5257.41,11,11
2019-12-06 18:02:19.034112,1575655339,5257.41,11,11
2019-12-06 18:03:19.015771,1575655399,5257.41,11,11
2019-12-06 18:04:19.027078,1575655459,5257.41,11,11
2019-12-06 18:05:18.984824,1575655518,5257.41,11,11
2019-12-06 18:06:19.022404,1575655579,5257.41,11,11
2019-12-06 18:07:19.085923,1575655639,5257.41,11,11
2019-12-06 18:08:19.133298,1575655699,5257.41,11,11
2019-12-06 18:09:19.082266,1575655759,5257.41,11,11
2019-12-06 18:10:19.035484,1575655819,5257.41,11,11
2019-12-06 18:11:18.989692,1575655878,5257.41,11,11
2019-12-06 18:12:19.049336,1575655939,5257.41,11,11
2019-12-06 18:13:19.046634,1575655999,5257.41,11,11
2019-12-06 18:14:19.009165,1575656059,5257.41,11,11
2019-12-06 18:15:19.080932,1575656119,5257.41,11,11
2019-12-06 18:16:19.277603,1575656179,5257.41,11,11
2019-12-06 18:17:19.047023,1575656239,5257.41,11,11
2019-12-06 18:18:19.066567,1575656299,5307.41,12,12
2019-12-06 18:19:19.004594,1575656359,5307.41,12,12
2019-12-06 18:20:19.063968,1575656419,5307.41,12,12
2019-12-06 18:21:19.005252,1575656479,5307.41,12,12
2019-12-06 18:22:19.044697,1575656539,5307.41,12,12
2019-12-06 18:23:19.166946,1575656599,5307.41,12,12
2019-12-06 18:24:19.014061,1575656659,5307.41,12,12
2019-12-06 18:25:19.083156,1575656719,5307.41,12,12
2019-12-06 18:26:19.029068,1575656779,5307.41,12,12
2019-12-06 18:27:22.037598,1575656842,5307.41,12,12
2019-12-06 18:28:19.127786,1575656899,5307.41,12,12
2019-12-06 18:29:19.069845,1575656959,5307.41,12,12
2019-12-06 18:30:19.096296,1575657019,5307.41,12,12
2019-12-06 18:31:19.081294,1575657079,5307.41,12,12
2019-12-06 18:32:19.064291,1575657139,5307.41,12,12
2019-12-06 18:33:19.066892,1575657199,5307.41,12,12
2019-12-06 18:34:19.015983,1575657259,5307.41,12,12
2019-12-06 18:35:19.047126,1575657319,5307.41,12,12
2019-12-06 18:36:19.167775,1575657379,5307.41,12,12
2019-12-06 18:37:19.112065,1575657439,5307.41,12,12
2019-12-06 18:38:19.037025,1575657499,5307.41,12,12
2019-12-06 18:39:19.024525,1575657559,5307.41,12,12
2019-12-06 18:40:19.202838,1575657619,5307.41,12,12
2019-12-06 18:41:19.138555,1575657679,5307.41,12,12
2019-12-06 18:42:19.047391,1575657739,5307.41,12,12
2019-12-06 18:43:19.034551,1575657799,5307.41,12,12
2019-12-06 18:44:19.050021,1575657859,5307.41,12,12
2019-12-06 18:45:19.091017,1575657919,5307.41,12,12
2019-12-06 18:46:19.063520,1575657979,5307.41,12,12
2019-12-06 18:47:19.105698,1575658039,5307.41,12,12
2019-12-06 18:48:19.090531,1575658099,5307.41,12,12
2019-12-06 18:49:19.113022,1575658159,5307.41,12,12
2019-12-06 18:50:19.058193,1575658219,5307.41,12,12
2019-12-06 18:51:19.120570,1575658279,5307.41,12,12
2019-12-06 18:52:19.098107,1575658339,5307.41,12,12
2019-12-06 18:53:19.170979,1575658399,5307.41,12,12
2019-12-06 18:54:19.049126,1575658459,5307.41,12,12
2019-12-06 18:55:19.085242,1575658519,5307.41,12,12
2019-12-06 18:56:19.058271,1575658579,5307.41,12,12
2019-12-06 18:57:19.054232,1575658639,5307.41,12,12
2019-12-06 18:58:19.187853,1575658699,5307.41,12,12
2019-12-06 18:59:19.121207,1575658759,5307.41,12,12
2019-12-06 19:00:19.120395,1575658819,5307.41,12,12
2019-12-06 19:01:19.103445,1575658879,5307.41,12,12
2019-12-06 19:02:19.079441,1575658939,5307.41,12,12
2019-12-06 19:03:19.095209,1575658999,5307.41,12,12
2019-12-06 19:04:19.091797,1575659059,5307.41,12,12
2019-12-06 19:05:19.140601,1575659119,5307.41,12,12
2019-12-06 19:06:19.178212,1575659179,5307.41,12,12
2019-12-06 19:07:19.171795,1575659239,5307.41,12,12
2019-12-06 19:08:19.095378,1575659299,5307.41,12,12
2019-12-06 19:09:19.105805,1575659359,5307.41,12,12
2019-12-06 19:10:19.189528,1575659419,5307.41,12,12
2019-12-06 19:11:19.172564,1575659479,5307.41,12,12
2019-12-06 19:12:19.103225,1575659539,5307.41,12,12
2019-12-06 19:13:19.146448,1575659599,5307.41,12,12
2019-12-06 19:14:19.114821,1575659659,5307.41,12,12
2019-12-06 19:15:19.119055,1575659719,5307.41,12,12
2019-12-06 19:16:19.171526,1575659779,5307.41,12,12
2019-12-06 19:17:19.114005,1575659839,5307.41,12,12
2019-12-06 19:18:19.105886,1575659899,5307.41,12,12
2019-12-06 19:19:19.177963,1575659959,5307.41,12,12
2019-12-06 19:20:19.116588,1575660019,5307.41,12,12
2019-12-06 19:21:19.121091,1575660079,5307.41,12,12
2019-12-06 19:22:19.103603,1575660139,5307.41,12,12
2019-12-06 19:23:19.154396,1575660199,5307.41,12,12
2019-12-06 19:24:19.184327,1575660259,5307.41,12,12
2019-12-06 19:25:19.188712,1575660319,5307.41,12,12
2019-12-06 19:26:19.159273,1575660379,5307.41,12,12
2019-12-06 19:27:19.265963,1575660439,5307.41,12,12
2019-12-06 19:28:19.117815,1575660499,5307.41,12,12
2019-12-06 19:29:19.126043,1575660559,5307.41,12,12
2019-12-06 19:30:19.115457,1575660619,5307.41,12,12
2019-12-06 19:31:19.156399,1575660679,5307.41,12,12
2019-12-06 19:32:19.164705,1575660739,5307.41,12,12
2019-12-06 19:33:19.200602,1575660799,5307.41,12,12
2019-12-06 19:34:19.124970,1575660859,5307.41,12,12
2019-12-06 19:35:19.168971,1575660919,5307.41,12,12
2019-12-06 19:36:19.271957,1575660979,5307.41,12,12
2019-12-06 19:37:19.221346,1575661039,5307.41,12,12
2019-12-06 19:38:19.166261,1575661099,5307.41,12,12
2019-12-06 19:39:19.297894,1575661159,5307.41,12,12
2019-12-06 19:40:19.174693,1575661219,5307.41,12,12
2019-12-06 19:41:19.260116,1575661279,5307.41,12,12
2019-12-06 19:42:19.131024,1575661339,5307.41,12,12
2019-12-06 19:43:19.179308,1575661399,5307.41,12,12
2019-12-06 19:44:19.149159,1575661459,5307.41,12,12
2019-12-06 19:45:19.220740,1575661519,5307.41,12,12
2019-12-06 19:46:19.196324,1575661579,5307.41,12,12
2019-12-06 19:47:19.140171,1575661639,5307.41,12,12
2019-12-06 19:48:19.162655,1575661699,5307.41,12,12
2019-12-06 19:49:19.146919,1575661759,5307.41,12,12
2019-12-06 19:50:19.126657,1575661819,5307.41,12,12
2019-12-06 19:51:19.178227,1575661879,5307.41,12,12
2019-12-06 19:52:19.175452,1575661939,5307.41,12,12
2019-12-06 19:53:19.160324,1575661999,5307.41,12,12
2019-12-06 19:54:19.164424,1575662059,5307.41,12,12
2019-12-06 19:55:19.155162,1575662119,5307.41,12,12
2019-12-06 19:56:19.295591,1575662179,5307.41,12,12
2019-12-06 19:57:19.131633,1575662239,5307.41,12,12
2019-12-06 19:58:19.124656,1575662299,5307.41,12,12
2019-12-06 19:59:19.252409,1575662359,5307.41,12,12
2019-12-06 20:00:19.191625,1575662419,5307.41,12,12
2019-12-06 20:01:19.174131,1575662479,5307.41,12,12
2019-12-06 20:02:19.213092,1575662539,5307.41,12,12
2019-12-06 20:03:19.206419,1575662599,5307.41,12,12
2019-12-06 20:04:19.153974,1575662659,5307.41,12,12
2019-12-06 20:05:19.211210,1575662719,5307.41,12,12
2019-12-06 20:06:19.168098,1575662779,5307.41,12,12
2019-12-06 20:07:19.155307,1575662839,5307.41,12,12
2019-12-06 20:08:19.217983,1575662899,5307.41,12,12
2019-12-06 20:09:19.162248,1575662959,5307.41,12,12
2019-12-06 20:10:19.151044,1575663019,5307.41,12,12
2019-12-06 20:11:19.197694,1575663079,5307.41,12,12
2019-12-06 20:12:19.148782,1575663139,5307.41,12,12
2019-12-06 20:13:19.146387,1575663199,5307.41,12,12
2019-12-06 20:14:19.195550,1575663259,5307.41,12,12
2019-12-06 20:15:19.244334,1575663319,5307.41,12,12
2019-12-06 20:16:19.253969,1575663379,5307.41,12,12
2019-12-06 20:17:19.216295,1575663439,5307.41,12,12
2019-12-06 20:18:19.297445,1575663499,5307.41,12,12
2019-12-06 20:19:19.222152,1575663559,5307.41,12,12
2019-12-06 20:20:19.373086,1575663619,5307.41,12,12
2019-12-06 20:21:19.282023,1575663679,5307.41,12,12
2019-12-06 20:22:19.202161,1575663739,5307.41,12,12
2019-12-06 20:23:19.191594,1575663799,5307.41,12,12
2019-12-06 20:24:19.167569,1575663859,5307.41,12,12
2019-12-06 20:25:19.182963,1575663919,5307.41,12,12
2019-12-06 20:26:19.243095,1575663979,5307.41,12,12
2019-12-06 20:27:19.150764,1575664039,5307.41,12,12
2019-12-06 20:28:19.243582,1575664099,11637.41,13,13
2019-12-06 20:29:19.211642,1575664159,11637.41,13,13
2019-12-06 20:30:19.251388,1575664219,11637.41,13,13
2019-12-06 20:31:19.242151,1575664279,11637.41,13,13
2019-12-06 20:32:19.198313,1575664339,11637.41,13,13
2019-12-06 20:33:19.232549,1575664399,11637.41,13,13
2019-12-06 20:34:19.219412,1575664459,11637.41,13,13
2019-12-06 20:35:19.166521,1575664519,11637.41,13,13
2019-12-06 20:36:19.237466,1575664579,11637.41,13,13
2019-12-06 20:37:19.269375,1575664639,11637.41,13,13
2019-12-06 20:38:19.231275,1575664699,11637.41,13,13
2019-12-06 20:39:19.210125,1575664759,11637.41,13,13
2019-12-06 20:40:19.272478,1575664819,11637.41,13,13
2019-12-06 20:41:19.218957,1575664879,11637.41,13,13
2019-12-06 20:42:19.218149,1575664939,11637.41,13,13
2019-12-06 20:43:19.263917,1575664999,11637.41,13,13
2019-12-06 20:44:19.229170,1575665059,11637.41,13,13
2019-12-06 20:45:19.266718,1575665119,11637.41,13,13
2019-12-06 20:46:19.246802,1575665179,11637.41,13,13
2019-12-06 20:47:19.219993,1575665239,11637.41,13,13
2019-12-06 20:48:19.299452,1575665299,11637.41,13,13
2019-12-06 20:49:19.247808,1575665359,11637.41,13,13
2019-12-06 20:50:19.353510,1575665419,11637.41,13,13
2019-12-06 20:51:19.309850,1575665479,11637.41,13,13
2019-12-06 20:52:19.323060,1575665539,11637.41,13,13
2019-12-06 20:53:19.416771,1575665599,11637.41,13,13
2019-12-06 20:54:19.389522,1575665659,11637.41,13,13
2019-12-06 20:55:19.351416,1575665719,11637.41,13,13
2019-12-06 20:56:19.396349,1575665779,11637.41,13,13
2019-12-06 20:57:19.401992,1575665839,11637.41,13,13
2019-12-06 20:58:19.351012,1575665899,11637.41,13,13
2019-12-06 20:59:19.248917,1575665959,11637.41,13,13
2019-12-06 21:00:19.354818,1575666019,11637.41,13,13
2019-12-06 21:01:19.394584,1575666079,11637.41,13,13
2019-12-06 21:02:19.339910,1575666139,11637.41,13,13
2019-12-06 21:03:19.350289,1575666199,11637.41,13,13
2019-12-06 21:04:19.243084,1575666259,11637.41,13,13
2019-12-06 21:05:19.248676,1575666319,11637.41,13,13
2019-12-06 21:06:19.292781,1575666379,11637.41,13,13
2019-12-06 21:07:19.346695,1575666439,11637.41,13,13
2019-12-06 21:08:19.331569,1575666499,11637.41,13,13
2019-12-06 21:09:19.380330,1575666559,11637.41,13,13
2019-12-06 21:10:19.408528,1575666619,11637.41,13,13
2019-12-06 21:11:19.477687,1575666679,11637.41,13,13
2019-12-06 21:12:19.283714,1575666739,11637.41,13,13
2019-12-06 21:13:19.269571,1575666799,11637.41,13,13
2019-12-06 21:14:19.404927,1575666859,11637.41,13,13
2019-12-06 21:15:19.326891,1575666919,11637.41,13,13
2019-12-06 21:16:19.348942,1575666979,11637.41,13,13
2019-12-06 21:17:19.306402,1575667039,11637.41,13,13
2019-12-06 21:18:19.404324,1575667099,11637.41,13,13
2019-12-06 21:19:19.311274,1575667159,11637.41,13,13
2019-12-06 21:20:19.356326,1575667219,11637.41,13,13
2019-12-06 21:21:19.371175,1575667279,11637.41,13,13
2019-12-06 21:22:19.401046,1575667339,11637.41,13,13
2019-12-06 21:23:19.374563,1575667399,11637.41,13,13
2019-12-06 21:24:19.355847,1575667459,11637.41,13,13
2019-12-06 21:25:19.350636,1575667519,11637.41,13,13
2019-12-06 21:26:19.758805,1575667579,11637.41,13,13
2019-12-06 21:27:19.372882,1575667639,11637.41,13,13
2019-12-06 21:28:19.501824,1575667699,11637.41,13,13
2019-12-06 21:29:19.374061,1575667759,11637.41,13,13
2019-12-06 21:30:19.384982,1575667819,11637.41,13,13
2019-12-06 21:31:19.368919,1575667879,11637.41,13,13
2019-12-06 21:32:19.337589,1575667939,11637.41,13,13
2019-12-06 21:33:19.391264,1575667999,11637.41,13,13
2019-12-06 21:34:19.384300,1575668059,11637.41,13,13
2019-12-06 21:35:19.395824,1575668119,11637.41,13,13
2019-12-06 21:36:19.482203,1575668179,11637.41,13,13
2019-12-06 21:37:19.422584,1575668239,11637.41,13,13
2019-12-06 21:38:19.387888,1575668299,11637.41,13,13
2019-12-06 21:39:19.474855,1575668359,11637.41,13,13
2019-12-06 21:40:19.369065,1575668419,11637.41,13,13
2019-12-06 21:41:19.300026,1575668479,11637.41,13,13
2019-12-06 21:42:19.416423,1575668539,11637.41,13,13
2019-12-06 21:43:19.490515,1575668599,11637.41,13,13
2019-12-06 21:44:19.392249,1575668659,11637.41,13,13
2019-12-06 21:45:19.445153,1575668719,11637.41,13,13
2019-12-06 21:46:19.387466,1575668779,11637.41,13,13
2019-12-06 21:47:19.415931,1575668839,11637.41,13,13
2019-12-06 21:48:19.421114,1575668899,11637.41,13,13
2019-12-06 21:49:19.382119,1575668959,11637.41,13,13
2019-12-06 21:50:19.437619,1575669019,11637.41,13,13
2019-12-06 21:51:19.361365,1575669079,11637.41,13,13
2019-12-06 21:52:19.408234,1575669139,11637.41,13,13
2019-12-06 21:53:19.432606,1575669199,11637.41,13,13
2019-12-06 21:54:19.476796,1575669259,11637.41,13,13
2019-12-06 21:55:19.553648,1575669319,11637.41,13,13
2019-12-06 21:56:19.491620,1575669379,11637.41,13,13
2019-12-06 21:57:19.396743,1575669439,11637.41,13,13
2019-12-06 21:58:19.481325,1575669499,11637.41,13,13
2019-12-06 21:59:19.401183,1575669559,11637.41,13,13
2019-12-06 22:00:19.413591,1575669619,11637.41,13,13
2019-12-06 22:07:29.983622,1575670049,11637.41,13,13
2019-12-06 22:08:30.272621,1575670110,11637.41,13,13
2019-12-06 22:09:29.904028,1575670169,11637.41,13,13
2019-12-06 22:10:29.938892,1575670229,11637.41,13,13
2019-12-06 22:11:29.911003,1575670289,11637.41,13,13
2019-12-06 22:12:30.148882,1575670350,11637.41,13,13
2019-12-06 22:13:30.051348,1575670410,11637.41,13,13
2019-12-06 22:14:29.962978,1575670469,11637.41,13,13
2019-12-06 22:15:30.129099,1575670530,11637.41,13,13
2019-12-06 22:16:29.986467,1575670589,11637.41,13,13
2019-12-06 22:17:29.913937,1575670649,11637.41,13,13
2019-12-06 22:18:29.950747,1575670709,11637.41,13,13
2019-12-06 22:19:30.078786,1575670770,11637.41,13,13
2019-12-06 22:20:32.990426,1575670832,11637.41,13,13
2019-12-06 22:21:30.074452,1575670890,11637.41,13,13
2019-12-06 22:22:30.030358,1575670950,11637.41,13,13
2019-12-06 22:23:30.044315,1575671010,11637.41,13,13
2019-12-06 22:24:30.011911,1575671070,11637.41,13,13
2019-12-06 22:25:29.931681,1575671129,11637.41,13,13
2019-12-06 22:26:30.134570,1575671190,11637.41,13,13
2019-12-06 22:27:29.973469,1575671249,11637.41,13,13
2019-12-06 22:28:29.961543,1575671309,11637.41,13,13
2019-12-06 22:29:29.953650,1575671369,11637.41,13,13
2019-12-06 22:30:30.009007,1575671430,11637.41,13,13
2019-12-06 22:31:29.937322,1575671489,11637.41,13,13
2019-12-06 22:32:29.981431,1575671549,11637.41,13,13
2019-12-06 22:33:30.027492,1575671610,11637.41,13,13
2019-12-06 22:34:29.933365,1575671669,11637.41,13,13
2019-12-06 22:35:30.024863,1575671730,11637.41,13,13
2019-12-06 22:36:30.014838,1575671790,11637.41,13,13
2019-12-06 22:37:30.004802,1575671850,11637.41,13,13
2019-12-06 22:38:29.987393,1575671909,11637.41,13,13
2019-12-06 22:39:29.932888,1575671969,11637.41,13,13
2019-12-06 22:40:30.165714,1575672030,11637.41,13,13
2019-12-06 22:41:30.044034,1575672090,11637.41,13,13
2019-12-06 22:42:30.275338,1575672150,11637.41,13,13
2019-12-06 22:43:29.986693,1575672209,11637.41,13,13
2019-12-06 22:44:30.019734,1575672270,11637.41,13,13
2019-12-06 22:45:30.019010,1575672330,11637.41,13,13
2019-12-06 22:46:30.216980,1575672390,11637.41,13,13
2019-12-06 22:47:29.928981,1575672449,11637.41,13,13
2019-12-06 22:48:30.250292,1575672510,11637.41,13,13
2019-12-06 22:49:30.165761,1575672570,11637.41,13,13
2019-12-06 22:50:30.027991,1575672630,11637.41,13,13
2019-12-06 22:51:30.016557,1575672690,11637.41,13,13
2019-12-06 22:52:30.026122,1575672750,11637.41,13,13
2019-12-06 22:53:30.046551,1575672810,11637.41,13,13
